tarjeta_id,cliente_id,tipo_tarjeta,limite_credito,saldo_actual,fecha_emision,estatus
5802,2909,Oro,32429,4996.07,2025-02-19,Vigente
5803,447,Oro,41369,17218.18,2025-12-10,Vigente
5804,2366,Platino,84498,26855.12,2022-11-16,Vigente
5805,0,Platino,94182,25286.29,2025-01-11,Vigente
5806,3541,Oro,47743,38001.85,2025-01-10,Cancelada
5807,3878,Signature,248598,122676.06,2026-03-17,Cancelada
5808,2403,Platino,72399,9978.1,2024-07-19,Vigente
5809,6913,Clasica,19938,7055.22,2024-01-11,Vigente
5810,3813,Signature,220092,71956.21,2025-11-17,Vigente
5811,4414,Oro,47768,17761.31,2025-08-22,Vigente
5812,3371,Signature,189853,158047.45,2023-10-31,Vigente
5813,7233,Clasica,15587,11420.59,2023-04-27,Bloqueada
5814,7439,Clasica,12557,3338.37,2024-03-23,Vigente
5815,5552,Signature,174951,26303.95,2023-10-20,Cancelada
5816,2547,Platino,111796,25686.79,2023-04-21,Bloqueada
5817,2759,Signature,208234,135545.58,2024-09-14,Vigente
5818,6094,Signature,275469,118672.66,2022-12-19,Bloqueada
5819,6784,Signature,279828,191791.33,2026-03-04,Vigente
5820,3206,Clasica,13238,1274.12,2024-04-21,Bloqueada
5821,1855,Clasica,20268,12974.06,2026-03-31,Cancelada
5822,7009,Platino,109153,26784.99,2026-08-01,Vigente
5823,5839,Clasica,18292,10053.06,2023-09-17,Vigente
5824,1504,Oro,44313,32316.36,2022-08-06,Vigente
5825,6245,Oro,48324,26634.69,2023-08-12,Vigente
5826,6958,Signature,214439,168977.56,2023-10-06,Cancelada
5827,7535,Clasica,17946,12061.13,2023-09-20,Vigente
5828,6392,Clasica,18626,14369.3,2023-10-27,Vigente
5829,1519,Signature,245845,182989.99,2025-01-11,Vigente
5830,7132,Platino,122011,3460.9,2022-08-29,Vigente
5831,1466,Platino,113352,82250.09,2025-07-02,Vigente
5832,7988,Platino,124164,33429.85,2024-02-21,Cancelada
5833,6583,Clasica,12016,3681.69,2023-07-28,Cancelada
5834,5450,Signature,189310,103679.09,2023-02-25,Vigente
5835,7699,Oro,41937,14126.97,2025-09-09,Vigente
5836,7443,Signature,161130,34967.58,2024-10-01,Vigente
5837,4009,Oro,42071,11218.24,2026-02-28,Bloqueada
5838,3180,Signature,197192,161705.49,2026-07-31,Cancelada
5839,5372,Clasica,14838,898.97,2025-07-28,Cancelada
5840,593,Clasica,16538,6412.96,2025-06-30,Vigente
5841,3398,Platino,93773,72345.54,2024-04-29,Cancelada
5842,837,Clasica,17807,3148.07,2026-05-31,Bloqueada
5843,5006,Platino,102629,34476.55,2026-01-04,Vigente
5844,1648,Platino,117687,39026.83,2026-08-04,Vigente
5845,957,Oro,35319,16968.72,2024-11-27,Bloqueada
5846,213,Platino,93562,43575.35,2023-09-18,Cancelada
5847,5653,Oro,34905,27564.85,2025-09-27,Vigente
5848,3962,Oro,36154,30060.25,2022-08-09,Cancelada
5849,7701,Signature,168133,142032.82,2025-05-29,Cancelada
5850,3866,Platino,118286,19202.75,2024-12-06,Vigente
5851,6023,Clasica,19846,696.7,2026-02-01,Bloqueada
5852,272,Clasica,15478,10640.81,2026-03-19,Vigente
5853,1766,Signature,276383,60957.15,2026-04-24,Cancelada
5854,3732,Signature,237525,152112.53,2024-04-07,Vigente
5855,3406,Signature,247899,210090.97,2025-08-04,Vigente
5856,7457,Platino,107529,57765.16,2025-11-20,Vigente
5857,5097,Oro,33427,13714.67,2025-12-22,Vigente
5858,655,Clasica,18130,1145.66,2022-08-08,Cancelada
5859,7083,Platino,99949,65886.09,2023-04-09,Cancelada
5860,3664,Clasica,14102,8632.75,2023-09-22,Vigente
5861,6833,Clasica,18630,7946.69,2022-08-26,Vigente
5862,5053,Clasica,20438,11969.59,2023-06-28,Vigente
5863,5050,Signature,238683,42734.54,2025-06-29,Bloqueada
5864,7167,Oro,35666,29948.28,2023-05-22,Vigente
5865,41,Platino,111381,72476.07,2023-02-28,Vigente
5866,1257,Oro,34344,5416.07,2024-02-05,Vigente
5867,7672,Clasica,20528,15054.84,2025-04-09,Cancelada
5868,6578,Clasica,16013,8997.03,2022-11-21,Bloqueada
5869,4732,Oro,39221,15943.74,2023-06-21,Vigente
5870,4071,Oro,46577,219.97,2022-11-12,Vigente
5871,4494,Oro,52144,4244.33,2024-06-02,Vigente
5872,4702,Signature,274664,165657.45,2025-01-26,Vigente
5873,2384,Signature,252947,74747.68,2024-07-01,Bloqueada
5874,4968,Platino,118957,39717.01,2026-05-14,Vigente
5875,1861,Platino,100182,63463.46,2026-03-03,Vigente
5876,2019,Oro,37732,6902.57,2022-08-25,Vigente
5877,6911,Platino,95542,3482.78,2025-04-04,Bloqueada
5878,7931,Oro,48113,23934.28,2024-03-13,Vigente
5879,853,Oro,37823,30741.26,2022-10-06,Bloqueada
5880,4019,Clasica,15619,3661.97,2023-05-18,Vigente
5881,5297,Clasica,20352,9700.05,2024-07-30,Cancelada
5882,1958,Signature,279651,209384.54,2024-09-10,Vigente
5883,840,Platino,75714,13913.02,2023-04-20,Cancelada
5884,5022,Signature,238979,136838.0,2026-05-15,Cancelada
5885,6879,Clasica,12735,4162.92,2025-07-07,Vigente
5886,3034,Platino,81135,56743.32,2026-01-24,Bloqueada
5887,1299,Platino,108288,86071.38,2023-02-21,Bloqueada
5888,3984,Signature,278097,217140.42,2025-06-02,Vigente
5889,6099,Platino,95223,17217.77,2026-02-04,Bloqueada
5890,2419,Clasica,18088,3563.46,2023-05-12,Vigente
5891,4543,Clasica,13928,8960.36,2025-11-22,Vigente
5892,2892,Platino,77740,47360.68,2025-05-08,Cancelada
5893,2186,Platino,72714,18769.94,2025-04-21,Vigente
5894,7599,Oro,50853,2625.79,2024-12-26,Vigente
5895,1706,Signature,269968,89004.12,2025-03-04,Vigente
5896,1127,Signature,181830,14808.03,2024-10-04,Vigente
5897,6487,Clasica,13403,3058.88,2024-10-22,Bloqueada
5898,328,Clasica,16153,11676.94,2023-06-12,Vigente
5899,4624,Signature,211609,15086.01,2022-12-27,Vigente
5900,3389,Platino,116033,95542.34,2022-10-03,Bloqueada
5901,1625,Oro,42504,10246.41,2023-04-17,Cancelada
5902,2031,Signature,174141,53976.05,2023-04-18,Vigente
5903,7764,Signature,237101,133084.26,2026-05-08,Cancelada
5904,3137,Signature,173053,74060.19,2024-07-02,Cancelada
5905,1143,Oro,42985,6722.09,2024-07-22,Vigente
5906,7089,Signature,220190,151034.38,2026-04-13,Vigente
5907,2260,Platino,110863,26210.09,2024-07-11,Vigente
5908,4724,Clasica,20589,4918.57,2022-08-23,Vigente
5909,2262,Platino,117797,71942.4,2024-03-25,Vigente
5910,1950,Platino,92415,72581.28,2025-12-19,Vigente
5911,2133,Platino,72924,28001.64,2024-10-26,Vigente
5912,7241,Clasica,12577,9491.42,2026-05-22,Vigente
5913,4303,Signature,206254,97825.16,2023-04-21,Vigente
5914,920,Signature,165622,62402.5,2025-02-20,Vigente
5915,166,Oro,35750,21462.95,2024-01-30,Bloqueada
5916,7484,Clasica,12416,2418.73,2023-11-08,Vigente
5917,4527,Signature,198425,781.67,2026-04-13,Vigente
5918,2927,Signature,224326,128763.63,2025-01-25,Vigente
5919,4292,Signature,166901,115061.91,2023-04-20,Vigente
5920,6932,Platino,96414,58814.22,2025-08-09,Cancelada
5921,6809,Signature,177381,6289.23,2024-04-27,Cancelada
5922,850,Clasica,12344,1208.51,2023-09-05,Vigente
5923,2631,Signature,217381,77448.5,2025-12-18,Vigente
5924,5284,Clasica,12949,8042.0,2023-10-06,Bloqueada
5925,6899,Signature,184766,77042.5,2022-11-11,Bloqueada
5926,4864,Signature,182294,140827.15,2023-01-14,Vigente
5927,5633,Platino,88098,55004.6,2024-05-23,Bloqueada
5928,7185,Oro,34241,26873.73,2023-06-15,Vigente
5929,5347,Clasica,19123,15821.2,2026-04-06,Cancelada
5930,5165,Platino,72222,33238.78,2026-03-26,Vigente
5931,1491,Signature,170809,126153.91,2024-12-05,Bloqueada
5932,2939,Oro,54072,17079.28,2025-04-11,Vigente
5933,3070,Platino,92683,64512.01,2026-07-11,Cancelada
5934,1068,Clasica,18317,5879.19,2025-07-05,Vigente
5935,1014,Platino,72079,660.18,2023-04-20,Vigente
5936,5695,Platino,109627,14735.3,2025-05-06,Vigente
5937,4100,Signature,244839,136476.75,2025-12-26,Vigente
5938,2734,Platino,88756,8926.16,2023-07-10,Vigente
5939,3548,Signature,181634,17330.85,2026-05-13,Vigente
5940,3472,Oro,49325,20992.87,2024-06-05,Vigente
5941,2845,Oro,33863,5103.28,2025-03-25,Vigente
5942,4740,Oro,47974,1798.14,2024-08-09,Bloqueada
5943,4460,Platino,97619,73118.93,2024-07-30,Vigente
5944,5367,Oro,40707,27748.53,2024-05-20,Vigente
5945,3032,Clasica,15421,8425.96,2026-08-03,Vigente
5946,7499,Signature,188863,137663.93,2024-04-22,Vigente
5947,2738,Platino,107291,34737.13,2026-01-24,Vigente
5948,331,Oro,45935,36528.66,2024-10-09,Vigente
5949,6830,Signature,221879,138371.71,2023-09-30,Vigente
5950,7129,Platino,104943,16245.33,2023-11-15,Cancelada
5951,6941,Platino,92983,7137.11,2025-05-16,Cancelada
5952,1637,Oro,32848,10785.14,2024-11-30,Vigente
5953,5768,Signature,258100,43713.01,2023-05-25,Vigente
5954,3792,Oro,36397,18606.04,2025-07-09,Cancelada
5955,6451,Signature,201420,60107.16,2023-09-03,Bloqueada
5956,6851,Signature,219889,4783.64,2025-05-12,Cancelada
5957,5056,Clasica,19954,11152.27,2023-11-30,Vigente
5958,5050,Oro,53999,20569.32,2025-10-23,Vigente
5959,5335,Oro,40215,17157.4,2026-06-24,Cancelada
5960,5442,Oro,53010,8146.59,2025-01-10,Cancelada
5961,4295,Oro,42853,12632.01,2024-03-18,Vigente
5962,6655,Clasica,17373,11810.38,2025-04-21,Cancelada
5963,2994,Platino,124359,47074.04,2025-01-14,Cancelada
5964,2870,Signature,170255,67587.95,2022-10-24,Vigente
5965,1550,Clasica,15451,5665.8,2025-07-01,Cancelada
5966,2920,Platino,104521,75118.25,2025-04-11,Vigente
5967,467,Signature,261281,118162.28,2025-06-08,Vigente
5968,7721,Oro,39161,22550.25,2026-07-22,Vigente
5969,2633,Signature,164845,34259.79,2022-10-07,Vigente
5970,3738,Platino,116471,56554.89,2023-10-07,Vigente
5971,3583,Platino,87713,29209.7,2023-11-09,Vigente
5972,4596,Platino,97818,53066.15,2025-10-09,Vigente
5973,2755,Oro,42746,24827.73,2022-09-08,Vigente
5974,4547,Oro,53565,20487.31,2023-03-16,Vigente
5975,5374,Signature,256632,101220.33,2025-02-06,Vigente
5976,1855,Platino,113634,78916.44,2023-12-29,Vigente
5977,1796,Oro,38765,6410.13,2024-01-19,Cancelada
5978,249,Platino,111257,84772.36,2024-07-22,Vigente
5979,2416,Platino,110184,13413.5,2022-11-16,Vigente
5980,1648,Oro,40265,28750.47,2023-12-02,Bloqueada
5981,6766,Oro,48552,6603.09,2023-05-11,Bloqueada
5982,4124,Signature,194374,160355.92,2024-02-21,Vigente
5983,6206,Oro,35671,30133.86,2022-10-15,Vigente
5984,2139,Oro,42998,17446.64,2023-12-15,Vigente
5985,3256,Clasica,17002,5780.56,2023-11-16,Cancelada
5986,4664,Signature,271801,24362.49,2023-06-25,Vigente
5987,2392,Signature,168346,14704.35,2026-02-05,Bloqueada
5988,469,Oro,53585,1940.98,2023-03-27,Cancelada
5989,2118,Platino,106002,35046.3,2025-08-21,Vigente
5990,5373,Signature,255179,74310.5,2026-07-18,Bloqueada
5991,2749,Oro,48967,29100.87,2025-01-29,Bloqueada
5992,4228,Signature,247142,13933.72,2026-04-08,Vigente
5993,621,Clasica,15074,11514.28,2024-04-07,Vigente
5994,2820,Signature,212168,132435.87,2022-08-14,Vigente
5995,764,Oro,48624,2118.6,2023-04-04,Cancelada
5996,7200,Signature,185711,10171.74,2024-01-10,Vigente
5997,5438,Oro,42548,23590.44,2023-10-26,Vigente
5998,1953,Oro,37305,14073.44,2025-09-25,Vigente
5999,1455,Clasica,12099,8499.35,2024-02-03,Vigente
6000,3165,Platino,80280,9637.6,2024-01-02,Bloqueada
6001,4373,Signature,194268,41134.26,2026-03-10,Cancelada
6002,7692,Oro,32357,7229.81,2023-10-19,Vigente
6003,2378,Oro,54530,13058.15,2023-10-04,Bloqueada
6004,7702,Clasica,13565,10217.99,2023-01-29,Vigente
6005,2818,Platino,85674,26033.7,2024-04-12,Vigente
6006,6888,Platino,114026,68303.53,2023-03-17,Vigente
6007,503,Clasica,15922,1758.59,2023-09-16,Bloqueada
6008,3177,Clasica,14329,6316.51,2023-11-01,Bloqueada
6009,6880,Oro,33600,2282.14,2025-07-24,Cancelada
6010,5181,Platino,100436,46010.33,2022-11-04,Vigente
6011,2804,Clasica,16578,3542.19,2025-06-27,Bloqueada
6012,1826,Signature,195681,138128.96,2024-07-30,Vigente
6013,1648,Signature,166606,65476.85,2022-11-26,Vigente
6014,5507,Clasica,19177,8857.71,2025-04-22,Vigente
6015,2860,Platino,91191,22230.33,2022-07-31,Vigente
6016,3968,Oro,41144,22803.71,2024-06-27,Vigente
6017,2932,Platino,87731,32465.35,2022-10-10,Vigente
6018,677,Signature,182360,46002.91,2025-07-12,Vigente
6019,5961,Signature,187019,26638.2,2024-03-12,Bloqueada
6020,4980,Oro,47793,33302.64,2025-12-19,Vigente
6021,7813,Oro,41738,17286.1,2026-05-26,Vigente
6022,884,Signature,261368,144908.86,2024-03-10,Vigente
6023,2539,Signature,208707,14132.85,2026-02-25,Vigente
6024,4829,Oro,36934,15156.04,2026-07-30,Vigente
6025,7662,Oro,48374,36267.3,2023-08-05,Cancelada
6026,2691,Clasica,19718,9445.98,2023-07-23,Vigente
6027,2882,Platino,113564,38489.04,2023-02-28,Cancelada
6028,4792,Signature,164831,119307.68,2023-01-26,Vigente
6029,1214,Clasica,16152,9830.09,2024-10-19,Vigente
6030,6279,Oro,36175,4750.94,2024-11-29,Vigente
6031,6534,Platino,118222,49158.55,2023-04-05,Vigente
6032,7601,Platino,77343,41997.76,2025-12-27,Bloqueada
6033,1797,Signature,276128,73837.01,2025-10-26,Vigente
6034,6143,Oro,40500,19556.07,2026-07-05,Vigente
6035,1658,Signature,257024,212123.21,2023-11-07,Bloqueada
6036,1620,Oro,50891,29435.79,2023-06-04,Vigente
6037,7762,Platino,110848,11913.81,2023-11-30,Cancelada
6038,376,Signature,218318,67641.07,2024-07-23,Vigente
6039,1875,Signature,234954,123920.77,2023-05-27,Vigente
6040,5427,Oro,33801,652.34,2025-06-01,Bloqueada
6041,5674,Signature,222877,98394.91,2024-04-08,Vigente
6042,5509,Signature,268279,197266.74,2026-07-28,Vigente
6043,4675,Signature,172447,130228.91,2026-07-07,Vigente
6044,979,Clasica,19336,10266.84,2024-07-31,Vigente
6045,6270,Platino,76819,46067.09,2022-11-02,Vigente
6046,2920,Oro,41374,17148.9,2024-04-17,Bloqueada
6047,1521,Signature,269819,96957.88,2024-08-04,Cancelada
6048,2677,Platino,107067,39200.36,2023-04-16,Vigente
6049,578,Oro,43690,10474.91,2024-03-22,Bloqueada
6050,4553,Oro,41375,5790.22,2025-08-26,Vigente
6051,7516,Signature,273644,5649.46,2024-08-18,Cancelada
6052,1801,Clasica,20572,3684.99,2024-06-20,Bloqueada
6053,3578,Oro,45976,31019.78,2024-03-25,Cancelada
6054,7333,Clasica,18571,7916.85,2025-02-05,Vigente
6055,43,Clasica,13268,2864.46,2023-08-21,Bloqueada
6056,2415,Clasica,15795,2571.11,2026-05-30,Vigente
6057,4679,Signature,269963,134674.67,2024-10-12,Vigente
6058,4503,Platino,93074,73824.93,2024-01-05,Cancelada
6059,7476,Platino,101412,47267.21,2023-04-03,Vigente
6060,2658,Platino,93250,48451.07,2023-07-06,Vigente
6061,3085,Clasica,17402,1180.03,2023-10-30,Vigente
6062,4092,Clasica,14600,8543.03,2025-04-14,Cancelada
6063,1707,Signature,241431,42112.69,2023-01-13,Vigente
6064,1992,Clasica,18290,3729.44,2024-06-14,Bloqueada
6065,3081,Platino,88158,66355.24,2022-09-30,Vigente
6066,1074,Signature,253715,183048.52,2022-09-20,Cancelada
6067,914,Clasica,20123,16742.19,2023-11-03,Vigente
6068,154,Oro,55332,5620.64,2023-06-10,Vigente
6069,2438,Clasica,13294,10858.31,2025-01-09,Vigente
6070,5672,Platino,124254,41553.36,2026-07-15,Vigente
6071,455,Clasica,16255,3403.04,2024-07-08,Cancelada
6072,530,Signature,170665,133810.18,2025-03-07,Vigente
6073,2904,Oro,52116,29698.44,2026-01-22,Vigente
6074,142,Signature,260862,147343.31,2026-06-29,Vigente
6075,4013,Platino,86951,13473.63,2026-04-17,Vigente
6076,1062,Platino,82467,21051.23,2026-01-02,Vigente
6077,3351,Oro,44882,2450.09,2023-07-09,Vigente
6078,5414,Clasica,17582,5144.21,2026-08-21,Bloqueada
6079,4986,Signature,191076,14442.53,2022-12-19,Bloqueada
6080,512,Oro,51135,24732.94,2023-02-21,Cancelada
6081,5563,Oro,34577,22674.24,2024-09-10,Vigente
6082,7471,Signature,191999,126384.89,2023-10-11,Bloqueada
6083,5475,Platino,119371,31748.94,2025-09-30,Vigente
6084,2579,Clasica,16568,11911.97,2025-08-06,Vigente
6085,4434,Oro,52400,21122.1,2024-08-05,Vigente
6086,6207,Signature,202127,91555.81,2022-07-30,Vigente
6087,4962,Clasica,19303,10154.47,2023-01-07,Vigente
6088,7295,Oro,44975,2012.63,2024-10-14,Vigente
6089,3537,Clasica,16896,2031.96,2022-11-04,Bloqueada
6090,3478,Oro,44539,4014.08,2026-07-17,Cancelada
6091,5012,Clasica,19039,7602.89,2023-08-29,Vigente
6092,358,Clasica,17472,2232.0,2022-09-13,Bloqueada
6093,3687,Oro,37364,18852.67,2025-10-05,Bloqueada
6094,2280,Signature,251719,53523.58,2026-04-20,Vigente
6095,2012,Clasica,17368,4091.03,2023-10-28,Cancelada
6096,4530,Clasica,19422,12650.41,2023-12-07,Cancelada
6097,7252,Platino,73708,59619.09,2022-11-19,Bloqueada
6098,3302,Platino,86174,54268.74,2025-01-23,Cancelada
6099,6927,Platino,97014,18715.52,2025-11-10,Bloqueada
6100,3324,Platino,98624,75249.32,2022-10-26,Cancelada
6101,1809,Clasica,13743,1621.04,2026-01-09,Vigente
6102,2983,Clasica,20291,12527.53,2025-03-08,Bloqueada
6103,6741,Clasica,20031,691.2,2023-01-16,Vigente
6104,326,Signature,233845,110140.99,2026-04-28,Cancelada
6105,201,Signature,169583,123672.99,2023-06-05,Vigente
6106,6109,Clasica,17057,12797.91,2022-10-08,Vigente
6107,7741,Oro,32869,15737.47,2026-05-28,Vigente
6108,1645,Signature,263271,208193.79,2026-04-06,Bloqueada
6109,1549,Clasica,17877,5367.18,2023-10-13,Cancelada
6110,5987,Clasica,16432,3628.81,2024-06-04,Vigente
6111,4028,Clasica,15911,11717.72,2022-09-24,Vigente
6112,6300,Signature,202031,139773.2,2025-07-29,Vigente
6113,6689,Clasica,18852,1926.53,2026-02-01,Vigente
6114,2635,Oro,40127,27278.57,2025-05-26,Cancelada
6115,7615,Signature,250874,213193.2,2024-10-19,Bloqueada
6116,1618,Clasica,12600,601.14,2025-02-26,Vigente
6117,4678,Clasica,20787,8720.44,2025-04-02,Bloqueada
6118,3768,Platino,75709,23770.3,2026-02-07,Vigente
6119,3353,Oro,44832,17520.94,2026-06-27,Vigente
6120,4379,Clasica,19029,15550.06,2024-09-20,Vigente
6121,2304,Oro,47411,28002.42,2022-10-27,Vigente
6122,3193,Oro,47556,13618.85,2022-10-01,Bloqueada
6123,1524,Oro,33089,14841.19,2025-09-05,Vigente
6124,5965,Clasica,13952,7627.34,2026-01-04,Cancelada
6125,3479,Platino,108226,56140.21,2024-07-07,Vigente
6126,1810,Signature,252838,3410.95,2024-07-07,Bloqueada
6127,6343,Platino,107210,60712.34,2024-01-02,Cancelada
6128,1252,Oro,32996,19298.12,2025-12-19,Bloqueada
6129,253,Platino,86649,64859.84,2023-05-01,Cancelada
6130,7562,Signature,203171,45985.0,2025-07-04,Vigente
6131,6605,Platino,122031,25681.28,2025-05-10,Vigente
6132,4172,Clasica,16314,5444.89,2022-11-23,Vigente
6133,6948,Oro,44801,27294.44,2024-06-09,Cancelada
6134,7667,Oro,46475,18025.15,2026-03-30,Vigente
6135,1855,Clasica,17876,11736.61,2025-11-29,Cancelada
6136,7339,Oro,52030,7680.13,2024-09-13,Vigente
6137,1715,Oro,37349,5316.38,2024-04-27,Bloqueada
6138,5866,Clasica,15036,6762.54,2024-05-23,Vigente
6139,6977,Clasica,15190,5753.68,2023-02-06,Vigente
6140,5943,Platino,94312,3047.15,2024-12-18,Vigente
6141,4300,Clasica,17501,10766.8,2022-08-14,Vigente
6142,2854,Clasica,19728,15461.32,2025-05-30,Vigente
6143,5887,Oro,53225,23620.65,2025-09-25,Bloqueada
6144,1002,Oro,53408,7471.21,2023-02-07,Vigente
6145,3462,Platino,93808,45537.94,2025-10-16,Vigente
6146,5737,Clasica,15058,8424.46,2025-01-23,Vigente
6147,2835,Clasica,15327,5189.85,2026-08-24,Vigente
6148,6994,Signature,239190,78797.99,2024-07-25,Vigente
6149,1792,Signature,221771,82198.35,2023-12-27,Cancelada
6150,2995,Platino,117614,80659.29,2023-09-22,Vigente
6151,4300,Oro,52928,34908.18,2024-10-16,Vigente
6152,2864,Oro,55209,7872.01,2026-05-22,Vigente
6153,5771,Platino,78252,60442.21,2023-06-13,Bloqueada
6154,179,Signature,228795,8194.81,2022-12-26,Bloqueada
6155,908,Oro,52903,41753.37,2024-12-08,Vigente
6156,1747,Oro,45303,18116.28,2024-01-26,Vigente
6157,5519,Oro,44307,25598.7,2023-04-07,Vigente
6158,6977,Signature,258742,49521.52,2022-11-16,Vigente
6159,4302,Clasica,15649,6342.71,2025-01-21,Vigente
6160,252,Signature,178675,8608.65,2025-07-25,Bloqueada
6161,7127,Signature,258857,68332.22,2024-07-16,Vigente
6162,996,Signature,187859,138524.49,2023-01-18,Cancelada
6163,5990,Platino,99469,54010.48,2024-11-09,Vigente
6164,3619,Oro,44065,23466.58,2023-01-10,Vigente
6165,6442,Platino,116097,39791.47,2023-03-07,Vigente
6166,7344,Signature,197628,51778.58,2025-05-05,Bloqueada
6167,1230,Oro,46373,27235.91,2022-12-18,Cancelada
6168,1895,Signature,277178,200591.66,2024-05-19,Vigente
6169,2986,Oro,53348,6458.93,2026-07-23,Vigente
6170,2740,Clasica,16605,2961.8,2025-11-21,Vigente
6171,5066,Oro,40858,15315.53,2024-07-28,Cancelada
6172,2615,Signature,172198,52231.51,2023-02-24,Bloqueada
6173,6236,Oro,42937,13582.57,2024-09-03,Vigente
6174,6697,Clasica,16291,13767.18,2024-04-15,Bloqueada
6175,6542,Signature,275267,36084.76,2023-07-24,Cancelada
6176,3304,Signature,194075,75481.46,2025-02-17,Vigente
6177,1409,Platino,77436,52841.5,2024-06-08,Vigente
6178,7674,Platino,108390,22972.79,2025-05-20,Vigente
6179,6304,Oro,50355,29859.31,2025-10-27,Cancelada
6180,1537,Platino,93399,26980.84,2026-05-24,Vigente
6181,6463,Clasica,17902,12946.27,2025-11-14,Cancelada
6182,1896,Platino,91563,43063.2,2022-10-11,Vigente
6183,6515,Oro,48302,24790.12,2022-10-28,Cancelada
6184,5239,Signature,238164,149646.94,2025-12-24,Vigente
6185,3628,Signature,269587,41004.55,2022-09-21,Vigente
6186,6430,Clasica,20352,4696.47,2025-05-24,Vigente
6187,6057,Clasica,14805,10759.58,2022-08-12,Bloqueada
6188,4216,Signature,276809,213746.31,2023-01-09,Cancelada
6189,7033,Oro,32634,24764.07,2025-02-17,Cancelada
6190,5854,Platino,82486,42729.6,2022-11-13,Vigente
6191,6961,Platino,83293,55937.95,2023-10-31,Cancelada
6192,2592,Signature,279055,165378.17,2026-01-12,Vigente
6193,7548,Platino,106195,9240.36,2025-02-08,Bloqueada
6194,6519,Platino,120432,85862.5,2025-10-02,Vigente
6195,7769,Platino,82184,47127.41,2026-07-25,Cancelada
6196,3614,Oro,55427,46403.13,2025-03-19,Vigente
6197,3070,Platino,125373,58356.47,2025-05-19,Vigente
6198,1418,Signature,252311,19265.3,2024-09-11,Cancelada
6199,3596,Signature,196517,75634.07,2023-08-24,Bloqueada
6200,679,Platino,104856,18616.72,2023-06-01,Vigente
6201,6273,Oro,37450,1765.7,2026-06-19,Bloqueada
6202,6321,Platino,82115,22960.33,2024-03-19,Bloqueada
6203,5630,Clasica,16732,13708.82,2023-02-28,Vigente
6204,1871,Platino,91195,3765.79,2025-10-07,Vigente
6205,5379,Platino,81267,65003.79,2025-01-30,Bloqueada
6206,4187,Clasica,19355,1773.75,2024-02-06,Vigente
6207,5789,Platino,103012,63368.82,2024-06-01,Cancelada
6208,7837,Clasica,14967,8290.64,2025-06-23,Vigente
6209,2967,Platino,103331,19887.1,2025-08-24,Vigente
6210,3698,Clasica,18608,8685.6,2024-10-22,Cancelada
6211,3364,Oro,54873,5807.52,2026-09-01,Cancelada
6212,7001,Oro,38944,10151.26,2024-05-14,Bloqueada
6213,3410,Platino,122253,47500.06,2025-01-17,Vigente
6214,7307,Signature,190560,139532.41,2024-03-28,Vigente
6215,4978,Platino,96523,68638.44,2026-06-01,Cancelada
6216,810,Signature,270066,76634.76,2023-06-18,Vigente
6217,4844,Signature,228154,43660.28,2023-01-13,Bloqueada
6218,6134,Signature,199300,65976.11,2024-11-20,Vigente
6219,3589,Platino,107325,88713.2,2022-08-14,Vigente
6220,748,Platino,116965,48856.94,2025-07-06,Bloqueada
6221,3884,Platino,112657,68030.75,2023-03-13,Vigente
6222,3964,Platino,80296,8399.5,2025-09-15,Bloqueada
6223,3417,Signature,250130,178448.91,2023-12-25,Vigente
6224,7262,Oro,40956,6615.24,2022-12-18,Vigente
6225,508,Clasica,18495,792.72,2023-04-03,Vigente
6226,5313,Signature,218228,155177.25,2025-08-16,Bloqueada
6227,7648,Oro,52528,35903.35,2024-09-23,Vigente
6228,164,Platino,94364,3838.41,2023-06-25,Vigente
6229,6468,Oro,37516,20056.7,2023-05-12,Vigente
6230,5496,Platino,121404,81227.43,2022-09-16,Bloqueada
6231,1006,Clasica,18392,13181.9,2026-03-10,Vigente
6232,6012,Signature,271740,186212.82,2025-12-20,Cancelada
6233,4714,Platino,99793,28815.93,2023-07-18,Vigente
6234,6356,Oro,44711,11238.88,2024-07-04,Bloqueada
6235,7995,Oro,52855,9002.99,2023-01-23,Vigente
6236,1555,Clasica,19958,2466.32,2025-07-29,Bloqueada
6237,6355,Signature,277802,4707.64,2026-04-09,Vigente
6238,3795,Platino,83097,45893.24,2023-11-26,Bloqueada
6239,3715,Platino,112741,90828.92,2025-12-04,Cancelada
6240,5940,Clasica,18023,3063.41,2025-10-02,Vigente
6241,840,Oro,37432,7496.68,2023-03-30,Bloqueada
6242,7974,Oro,52990,43036.14,2023-09-18,Vigente
6243,1635,Clasica,20359,11716.51,2024-09-05,Bloqueada
6244,412,Platino,125024,18530.88,2023-03-27,Vigente
6245,1939,Clasica,15966,8950.33,2023-05-26,Vigente
6246,7099,Oro,50230,31220.09,2023-05-12,Vigente
6247,98,Clasica,20064,11570.59,2025-01-12,Bloqueada
6248,2773,Platino,97592,69307.94,2026-06-30,Bloqueada
6249,4745,Platino,118643,72688.11,2023-02-20,Vigente
6250,413,Clasica,16697,1011.44,2025-12-19,Vigente
6251,852,Platino,76323,60491.94,2026-02-06,Bloqueada
6252,5479,Clasica,17152,10346.01,2022-09-23,Vigente
6253,7526,Signature,241320,72514.02,2024-10-01,Cancelada
6254,1988,Oro,50912,2094.34,2025-05-01,Bloqueada
6255,429,Platino,73106,42636.99,2024-11-02,Cancelada
