cliente_id,dias_mora,monto_vencido,tramo_mora,prob_pago,ultima_gestion
6873,63,9450.49,61-90 dias,0.53,Visita
6522,101,3052.73,90+ dias,0.28,Visita
7167,94,4574.14,90+ dias,0.32,Visita
175,135,32062.55,90+ dias,0.05,Email
5613,28,3265.91,1-30 dias,0.76,SMS
2482,35,2903.92,31-60 dias,0.72,Acuerdo
7591,44,45383.6,31-60 dias,0.66,SMS
1756,129,12982.61,90+ dias,0.09,Email
2646,71,19230.47,61-90 dias,0.48,Sin gestion
3524,99,14885.52,90+ dias,0.29,Llamada
4644,36,520.65,31-60 dias,0.71,Sin gestion
6400,41,49103.21,31-60 dias,0.68,Visita
7157,34,45473.54,31-60 dias,0.72,Acuerdo
3916,55,14410.0,31-60 dias,0.58,Email
6079,103,56019.69,90+ dias,0.26,Email
6454,109,7143.52,90+ dias,0.22,SMS
5703,83,1778.54,61-90 dias,0.4,Email
957,1,13185.55,1-30 dias,0.94,Email
2814,178,6618.04,90+ dias,0.05,Acuerdo
23,155,25698.57,90+ dias,0.05,Email
3104,149,1574.53,90+ dias,0.05,SMS
6566,121,32172.49,90+ dias,0.14,Visita
1848,106,12714.09,90+ dias,0.24,Email
5860,70,34655.27,61-90 dias,0.48,Sin gestion
5779,7,2172.19,1-30 dias,0.9,Email
3195,94,516.27,90+ dias,0.32,Llamada
221,174,24342.7,90+ dias,0.05,Acuerdo
4139,42,3750.9,31-60 dias,0.67,SMS
392,162,30429.32,90+ dias,0.05,Visita
7282,105,21184.41,90+ dias,0.25,Visita
7157,59,20842.44,31-60 dias,0.56,Visita
2175,9,25182.75,1-30 dias,0.89,SMS
2578,123,12975.12,90+ dias,0.13,Sin gestion
4262,158,22342.01,90+ dias,0.05,SMS
4307,163,9787.65,90+ dias,0.05,Email
4318,30,1585.99,1-30 dias,0.75,Email
905,154,28268.22,90+ dias,0.05,SMS
1379,150,12775.61,90+ dias,0.05,Visita
2313,101,9259.94,90+ dias,0.28,SMS
1122,145,17167.61,90+ dias,0.05,Visita
307,56,23154.3,31-60 dias,0.58,Acuerdo
4400,132,4729.28,90+ dias,0.07,Sin gestion
1080,88,16157.22,61-90 dias,0.36,Llamada
2443,81,8282.0,61-90 dias,0.41,Visita
2835,167,24685.14,90+ dias,0.05,Llamada
1548,133,8796.38,90+ dias,0.06,Llamada
3405,37,36543.32,31-60 dias,0.7,Email
4979,64,7339.58,61-90 dias,0.52,SMS
7269,16,1717.4,1-30 dias,0.84,Visita
3501,89,18282.45,61-90 dias,0.36,Acuerdo
3699,8,1332.53,1-30 dias,0.9,Llamada
927,154,4343.18,90+ dias,0.05,SMS
2321,80,20979.65,61-90 dias,0.42,Llamada
3022,146,37717.6,90+ dias,0.05,Email
3953,140,37787.95,90+ dias,0.05,Sin gestion
907,149,6041.82,90+ dias,0.05,Visita
6741,138,1145.5,90+ dias,0.05,Email
4283,54,980.12,31-60 dias,0.59,SMS
2661,162,39026.84,90+ dias,0.05,SMS
2919,23,2876.88,1-30 dias,0.8,Llamada
4180,147,13106.57,90+ dias,0.05,Acuerdo
1294,165,28897.52,90+ dias,0.05,Visita
6159,142,18558.11,90+ dias,0.05,Sin gestion
3785,20,14955.47,1-30 dias,0.82,SMS
7982,91,44622.48,90+ dias,0.34,Sin gestion
3607,115,1653.48,90+ dias,0.18,Sin gestion
4304,123,1676.22,90+ dias,0.13,Llamada
3813,40,1231.17,31-60 dias,0.68,Visita
1123,125,1596.82,90+ dias,0.12,Sin gestion
4664,142,11252.93,90+ dias,0.05,Email
805,43,16156.69,31-60 dias,0.66,SMS
2172,124,16545.41,90+ dias,0.12,Email
1923,37,3969.07,31-60 dias,0.7,Sin gestion
7861,125,58235.15,90+ dias,0.12,Visita
3844,77,1070.24,61-90 dias,0.44,Email
5119,179,2458.26,90+ dias,0.05,Email
507,178,10643.99,90+ dias,0.05,Acuerdo
5988,156,659.96,90+ dias,0.05,Email
5820,18,8768.11,1-30 dias,0.83,Email
3318,6,30206.43,1-30 dias,0.91,SMS
6429,46,3783.45,31-60 dias,0.64,Acuerdo
4189,49,3050.6,31-60 dias,0.62,Sin gestion
6434,80,8281.25,61-90 dias,0.42,Llamada
6201,13,11983.62,1-30 dias,0.86,Sin gestion
6812,41,54763.13,31-60 dias,0.68,Email
5234,47,23755.42,31-60 dias,0.64,Sin gestion
5897,50,35034.16,31-60 dias,0.62,Email
7446,163,41784.03,90+ dias,0.05,Sin gestion
7541,64,23449.2,61-90 dias,0.52,Acuerdo
4344,98,2997.28,90+ dias,0.3,Acuerdo
7928,171,4030.06,90+ dias,0.05,SMS
11,88,1814.11,61-90 dias,0.36,Llamada
557,180,1104.75,90+ dias,0.05,Email
1484,54,36685.81,31-60 dias,0.59,SMS
7199,165,46459.97,90+ dias,0.05,SMS
4540,93,4962.52,90+ dias,0.33,Visita
4025,103,2129.92,90+ dias,0.26,Visita
2687,34,36921.2,31-60 dias,0.72,Acuerdo
6370,57,24439.11,31-60 dias,0.57,Acuerdo
6078,112,8138.74,90+ dias,0.2,Llamada
1488,136,2286.47,90+ dias,0.05,Email
5993,104,9479.78,90+ dias,0.26,Email
2786,29,6422.78,1-30 dias,0.76,Acuerdo
448,68,6627.63,61-90 dias,0.5,Visita
5681,150,17083.56,90+ dias,0.05,Email
81,117,10218.77,90+ dias,0.17,Sin gestion
2196,7,535.96,1-30 dias,0.9,Email
422,63,22559.11,61-90 dias,0.53,Visita
7967,5,4228.93,1-30 dias,0.92,Sin gestion
4360,119,824.81,90+ dias,0.16,Acuerdo
3370,11,12865.45,1-30 dias,0.88,Llamada
4743,70,27594.31,61-90 dias,0.48,Sin gestion
4000,131,5641.72,90+ dias,0.08,SMS
1494,134,2279.08,90+ dias,0.06,Visita
2399,27,32376.71,1-30 dias,0.77,SMS
5821,132,43598.61,90+ dias,0.07,Llamada
4803,82,4429.96,61-90 dias,0.4,Visita
6504,95,22922.28,90+ dias,0.32,Visita
1977,45,46221.22,31-60 dias,0.65,Email
3727,88,17343.77,61-90 dias,0.36,Email
3799,46,2186.19,31-60 dias,0.64,Acuerdo
5726,26,16966.71,1-30 dias,0.78,Llamada
5942,17,39028.56,1-30 dias,0.84,Acuerdo
3563,142,9352.54,90+ dias,0.05,Email
5800,143,7802.53,90+ dias,0.05,SMS
7759,155,4697.69,90+ dias,0.05,Llamada
3289,72,13419.31,61-90 dias,0.47,SMS
3842,165,9456.4,90+ dias,0.05,Email
6432,150,31489.61,90+ dias,0.05,Email
4943,67,17133.31,61-90 dias,0.5,Visita
6096,130,6864.54,90+ dias,0.08,Acuerdo
7427,78,2255.7,61-90 dias,0.43,Email
7050,45,9698.05,31-60 dias,0.65,SMS
5783,131,1174.86,90+ dias,0.08,Email
3202,102,29545.65,90+ dias,0.27,Acuerdo
6824,79,4167.04,61-90 dias,0.42,Visita
6736,94,665.41,90+ dias,0.32,SMS
2198,115,55995.82,90+ dias,0.18,SMS
7165,123,42529.47,90+ dias,0.13,Acuerdo
1236,74,25109.57,61-90 dias,0.46,Acuerdo
6331,125,23576.48,90+ dias,0.12,Visita
7386,141,3155.22,90+ dias,0.05,Email
1217,75,24829.22,61-90 dias,0.45,Acuerdo
932,144,2092.51,90+ dias,0.05,Llamada
7979,128,4998.68,90+ dias,0.1,Email
692,27,1050.89,1-30 dias,0.77,Acuerdo
5970,147,16017.72,90+ dias,0.05,Visita
2858,166,24572.21,90+ dias,0.05,Sin gestion
389,146,4123.39,90+ dias,0.05,Sin gestion
6555,102,1416.12,90+ dias,0.27,Visita
2600,101,18965.05,90+ dias,0.28,Sin gestion
3844,1,4786.82,1-30 dias,0.94,Visita
850,137,27237.51,90+ dias,0.05,Sin gestion
4298,60,28994.26,31-60 dias,0.55,Sin gestion
846,65,8818.33,61-90 dias,0.52,Email
4223,36,2781.79,31-60 dias,0.71,Sin gestion
1350,58,13035.89,31-60 dias,0.56,Visita
2104,126,2797.2,90+ dias,0.11,Acuerdo
3436,159,46249.55,90+ dias,0.05,Email
2857,152,1982.44,90+ dias,0.05,SMS
5307,43,11900.31,31-60 dias,0.66,Sin gestion
1526,108,544.13,90+ dias,0.23,SMS
5672,142,23209.1,90+ dias,0.05,Acuerdo
5638,27,3748.9,1-30 dias,0.77,Llamada
4970,34,6445.23,31-60 dias,0.72,Visita
6689,176,6728.37,90+ dias,0.05,Acuerdo
4103,140,18647.27,90+ dias,0.05,SMS
2804,74,10581.94,61-90 dias,0.46,Visita
7645,22,8255.65,1-30 dias,0.8,Email
2575,26,6980.68,1-30 dias,0.78,Acuerdo
1495,155,2082.97,90+ dias,0.05,Email
2456,12,5058.9,1-30 dias,0.87,SMS
3729,87,35856.43,61-90 dias,0.37,Llamada
7337,86,21090.61,61-90 dias,0.38,Sin gestion
7588,47,1838.18,31-60 dias,0.64,Visita
7440,99,33771.05,90+ dias,0.29,Sin gestion
1052,148,12401.31,90+ dias,0.05,Sin gestion
1867,70,992.5,61-90 dias,0.48,Visita
372,108,45024.61,90+ dias,0.23,Sin gestion
565,160,17906.52,90+ dias,0.05,Acuerdo
599,117,9168.58,90+ dias,0.17,Email
4127,91,3694.7,90+ dias,0.34,SMS
4386,163,10583.02,90+ dias,0.05,Acuerdo
7108,149,693.22,90+ dias,0.05,SMS
3633,95,15009.61,90+ dias,0.32,Visita
4611,168,17080.58,90+ dias,0.05,Email
6146,46,47398.94,31-60 dias,0.64,Acuerdo
3044,16,13726.61,1-30 dias,0.84,Llamada
2981,76,15697.34,61-90 dias,0.44,Visita
770,8,10971.75,1-30 dias,0.9,SMS
3470,156,26269.9,90+ dias,0.05,Acuerdo
7986,131,38656.8,90+ dias,0.08,Email
5539,70,534.45,61-90 dias,0.48,SMS
2511,1,4688.77,1-30 dias,0.94,Acuerdo
6194,116,28314.88,90+ dias,0.18,SMS
2204,107,3451.04,90+ dias,0.24,Acuerdo
3840,25,23326.62,1-30 dias,0.78,Visita
5823,32,50372.23,31-60 dias,0.74,Visita
6859,48,2978.25,31-60 dias,0.63,Email
7525,85,43431.81,61-90 dias,0.38,Llamada
4255,87,24454.95,61-90 dias,0.37,Llamada
5249,170,10160.47,90+ dias,0.05,Email
1877,8,4179.81,1-30 dias,0.9,Sin gestion
1269,8,12523.43,1-30 dias,0.9,Email
2362,46,9159.67,31-60 dias,0.64,Visita
6891,34,14099.51,31-60 dias,0.72,Email
1914,146,10569.21,90+ dias,0.05,Llamada
3561,142,14674.8,90+ dias,0.05,Sin gestion
3634,32,1102.71,31-60 dias,0.74,Visita
6675,91,14480.33,90+ dias,0.34,Llamada
6993,141,4255.02,90+ dias,0.05,Llamada
1689,10,13385.77,1-30 dias,0.88,Llamada
7801,164,37146.43,90+ dias,0.05,Email
4518,31,35711.74,31-60 dias,0.74,SMS
7806,125,6446.16,90+ dias,0.12,Email
7240,44,23794.27,31-60 dias,0.66,Email
4368,30,27611.68,1-30 dias,0.75,Sin gestion
652,88,19794.3,61-90 dias,0.36,Acuerdo
6215,129,12135.52,90+ dias,0.09,Llamada
1708,9,3444.94,1-30 dias,0.89,Acuerdo
1157,107,13982.38,90+ dias,0.24,Visita
2031,12,19147.95,1-30 dias,0.87,Sin gestion
2877,125,1144.85,90+ dias,0.12,Email
3285,1,28573.32,1-30 dias,0.94,Visita
5825,40,8528.91,31-60 dias,0.68,Llamada
3913,110,11753.3,90+ dias,0.22,Visita
2848,154,46317.09,90+ dias,0.05,Llamada
3123,153,31956.08,90+ dias,0.05,Email
7507,52,51131.48,31-60 dias,0.6,Visita
2622,177,2305.32,90+ dias,0.05,Sin gestion
7229,117,11342.64,90+ dias,0.17,Acuerdo
7394,7,2282.62,1-30 dias,0.9,Email
3898,42,25738.07,31-60 dias,0.67,SMS
1515,44,23990.85,31-60 dias,0.66,Llamada
975,120,37939.19,90+ dias,0.15,Llamada
6555,14,14504.64,1-30 dias,0.86,Email
6277,49,3586.75,31-60 dias,0.62,Acuerdo
7664,111,4044.69,90+ dias,0.21,Visita
3039,103,27021.97,90+ dias,0.26,Email
5712,145,30186.71,90+ dias,0.05,Acuerdo
721,87,8173.88,61-90 dias,0.37,Llamada
3351,171,36200.49,90+ dias,0.05,Acuerdo
6623,91,14615.1,90+ dias,0.34,Sin gestion
6672,8,11521.77,1-30 dias,0.9,Email
6616,121,48950.9,90+ dias,0.14,Visita
2379,149,13324.76,90+ dias,0.05,Sin gestion
5263,57,1731.4,31-60 dias,0.57,Sin gestion
1558,17,34889.75,1-30 dias,0.84,SMS
3941,119,2184.64,90+ dias,0.16,Email
5151,44,10855.12,31-60 dias,0.66,Email
4513,7,7799.92,1-30 dias,0.9,Acuerdo
3157,23,26498.42,1-30 dias,0.8,Sin gestion
1525,56,39793.18,31-60 dias,0.58,Acuerdo
1315,165,16078.91,90+ dias,0.05,Acuerdo
5284,124,3871.36,90+ dias,0.12,Email
7495,38,9048.58,31-60 dias,0.7,Acuerdo
5066,53,4261.13,31-60 dias,0.6,SMS
5084,7,2848.05,1-30 dias,0.9,Email
3022,87,6496.99,61-90 dias,0.37,Visita
734,53,27563.33,31-60 dias,0.6,Email
1437,67,7625.34,61-90 dias,0.5,Llamada
7139,48,4283.37,31-60 dias,0.63,SMS
5783,26,1196.2,1-30 dias,0.78,Acuerdo
3973,149,17611.27,90+ dias,0.05,SMS
3339,171,6151.45,90+ dias,0.05,Llamada
4038,26,3740.02,1-30 dias,0.78,SMS
6511,75,5497.69,61-90 dias,0.45,SMS
7642,42,52447.59,31-60 dias,0.67,Sin gestion
5870,148,47653.6,90+ dias,0.05,Llamada
4557,173,34317.37,90+ dias,0.05,Sin gestion
1599,72,36684.56,61-90 dias,0.47,Sin gestion
884,143,4127.31,90+ dias,0.05,SMS
6046,89,28065.72,61-90 dias,0.36,Llamada
7483,26,7225.2,1-30 dias,0.78,SMS
4805,114,11526.79,90+ dias,0.19,SMS
4202,170,1757.57,90+ dias,0.05,SMS
864,103,859.69,90+ dias,0.26,Email
7180,44,12554.86,31-60 dias,0.66,Llamada
5345,19,7273.74,1-30 dias,0.82,Llamada
7665,81,9783.37,61-90 dias,0.41,Acuerdo
7800,85,37932.38,61-90 dias,0.38,SMS
2199,116,1093.31,90+ dias,0.18,Sin gestion
476,173,39414.23,90+ dias,0.05,Llamada
2403,33,37629.98,31-60 dias,0.73,Sin gestion
4583,173,12492.47,90+ dias,0.05,Email
4200,112,44564.91,90+ dias,0.2,Email
5594,149,28439.4,90+ dias,0.05,Acuerdo
2,52,3789.63,31-60 dias,0.6,Acuerdo
600,95,9876.88,90+ dias,0.32,SMS
1887,35,19116.59,31-60 dias,0.72,Visita
5266,96,4701.83,90+ dias,0.31,Acuerdo
7102,170,38842.22,90+ dias,0.05,SMS
5874,118,23568.06,90+ dias,0.16,Llamada
5409,164,3605.05,90+ dias,0.05,Email
1644,131,10116.09,90+ dias,0.08,Visita
4464,2,34595.75,1-30 dias,0.94,Acuerdo
7637,52,6385.34,31-60 dias,0.6,Visita
1035,5,1667.89,1-30 dias,0.92,Llamada
5510,138,27235.42,90+ dias,0.05,SMS
6274,84,54656.53,61-90 dias,0.39,Email
4625,15,1465.38,1-30 dias,0.85,Llamada
3365,24,4248.5,1-30 dias,0.79,Email
3293,119,33568.96,90+ dias,0.16,Llamada
3311,161,10691.44,90+ dias,0.05,SMS
6993,110,21942.61,90+ dias,0.22,Sin gestion
5772,139,9832.21,90+ dias,0.05,Sin gestion
3300,81,5381.84,61-90 dias,0.41,Email
6284,96,10725.61,90+ dias,0.31,SMS
3013,53,2508.05,31-60 dias,0.6,Email
5279,103,6336.97,90+ dias,0.26,Visita
3940,37,13052.16,31-60 dias,0.7,Llamada
3509,7,29656.25,1-30 dias,0.9,SMS
7136,59,52739.24,31-60 dias,0.56,Llamada
3269,133,16492.28,90+ dias,0.06,Llamada
4632,53,39241.98,31-60 dias,0.6,Visita
1227,155,2134.47,90+ dias,0.05,Visita
1290,29,8808.34,1-30 dias,0.76,Acuerdo
5215,114,17539.93,90+ dias,0.19,Email
1207,26,5576.33,1-30 dias,0.78,SMS
1726,161,14763.22,90+ dias,0.05,SMS
3314,142,6858.87,90+ dias,0.05,Acuerdo
2900,62,16639.39,61-90 dias,0.54,Acuerdo
552,64,7258.61,61-90 dias,0.52,Sin gestion
3784,131,19351.99,90+ dias,0.08,Sin gestion
4660,55,5166.94,31-60 dias,0.58,SMS
7795,136,47658.5,90+ dias,0.05,Email
7397,34,16124.39,31-60 dias,0.72,Email
2094,61,2100.83,61-90 dias,0.54,Acuerdo
0,62,8368.68,61-90 dias,0.54,Acuerdo
6847,123,33121.44,90+ dias,0.13,Email
5311,13,6995.84,1-30 dias,0.86,Sin gestion
6338,84,4225.18,61-90 dias,0.39,Llamada
6881,47,10658.75,31-60 dias,0.64,Sin gestion
1896,154,8143.81,90+ dias,0.05,Llamada
2760,139,7838.15,90+ dias,0.05,Acuerdo
2285,73,36262.12,61-90 dias,0.46,Email
3303,161,3604.51,90+ dias,0.05,SMS
2389,148,47141.74,90+ dias,0.05,Acuerdo
5194,118,1356.39,90+ dias,0.16,SMS
6636,59,9813.22,31-60 dias,0.56,Email
680,104,15937.32,90+ dias,0.26,Sin gestion
5517,131,26398.97,90+ dias,0.08,SMS
4394,145,2360.01,90+ dias,0.05,Acuerdo
7984,177,25876.56,90+ dias,0.05,SMS
7897,12,36087.13,1-30 dias,0.87,SMS
294,16,34674.68,1-30 dias,0.84,Email
6513,42,3728.67,31-60 dias,0.67,Visita
5567,56,23736.79,31-60 dias,0.58,Acuerdo
1134,171,26150.22,90+ dias,0.05,Sin gestion
7970,95,12291.79,90+ dias,0.32,Acuerdo
7744,40,5849.99,31-60 dias,0.68,Email
3833,121,8540.02,90+ dias,0.14,SMS
4160,121,6735.07,90+ dias,0.14,Visita
1184,74,31731.01,61-90 dias,0.46,Acuerdo
6763,38,1156.93,31-60 dias,0.7,Email
4380,10,2658.02,1-30 dias,0.88,Email
7522,139,41601.95,90+ dias,0.05,Email
2901,149,13464.07,90+ dias,0.05,Sin gestion
2306,52,2473.16,31-60 dias,0.6,Acuerdo
3348,105,13447.69,90+ dias,0.25,SMS
6628,69,21459.29,61-90 dias,0.49,SMS
4348,136,49582.62,90+ dias,0.05,Visita
3694,83,574.69,61-90 dias,0.4,SMS
1577,9,1032.66,1-30 dias,0.89,Acuerdo
7374,128,3340.1,90+ dias,0.1,Llamada
6868,91,14378.33,90+ dias,0.34,Visita
6042,174,2139.42,90+ dias,0.05,SMS
6162,8,7264.38,1-30 dias,0.9,Email
3744,32,26475.95,31-60 dias,0.74,SMS
3794,159,5454.82,90+ dias,0.05,Acuerdo
2195,34,6603.35,31-60 dias,0.72,Acuerdo
5041,166,554.25,90+ dias,0.05,SMS
3927,47,37985.42,31-60 dias,0.64,Llamada
3673,169,4388.54,90+ dias,0.05,SMS
54,68,658.05,61-90 dias,0.5,Sin gestion
3602,18,14941.54,1-30 dias,0.83,Email
6150,7,1004.3,1-30 dias,0.9,Acuerdo
3736,150,21309.0,90+ dias,0.05,Sin gestion
1309,99,2081.7,90+ dias,0.29,Acuerdo
2249,150,3666.89,90+ dias,0.05,Email
6147,101,1701.29,90+ dias,0.28,SMS
5843,59,57656.12,31-60 dias,0.56,Visita
3615,34,45809.26,31-60 dias,0.72,SMS
3035,83,37191.78,61-90 dias,0.4,Visita
6788,140,7722.47,90+ dias,0.05,Email
5612,15,22866.21,1-30 dias,0.85,SMS
2142,164,2122.16,90+ dias,0.05,Sin gestion
2717,54,10681.2,31-60 dias,0.59,Visita
5076,90,1429.9,61-90 dias,0.35,Acuerdo
1534,14,15375.64,1-30 dias,0.86,Sin gestion
6759,63,44765.72,61-90 dias,0.53,Visita
7931,15,25310.13,1-30 dias,0.85,Visita
5525,100,1096.27,90+ dias,0.28,Acuerdo
1401,52,40936.46,31-60 dias,0.6,Visita
2754,27,5298.6,1-30 dias,0.77,Email
5894,125,5040.9,90+ dias,0.12,Email
6221,100,28732.46,90+ dias,0.28,Acuerdo
1374,103,42909.65,90+ dias,0.26,Acuerdo
6701,7,52881.2,1-30 dias,0.9,Acuerdo
7662,18,3254.97,1-30 dias,0.83,SMS
7953,176,56811.76,90+ dias,0.05,Sin gestion
911,92,5285.9,90+ dias,0.34,Sin gestion
5485,123,43702.81,90+ dias,0.13,Acuerdo
6753,169,25814.3,90+ dias,0.05,Visita
458,109,9983.58,90+ dias,0.22,Acuerdo
3525,96,27337.33,90+ dias,0.31,Llamada
1921,62,21881.1,61-90 dias,0.54,Llamada
6542,90,9798.43,61-90 dias,0.35,Acuerdo
1237,177,1253.55,90+ dias,0.05,Sin gestion
5502,24,22056.28,1-30 dias,0.79,Sin gestion
4472,9,1888.03,1-30 dias,0.89,Llamada
3448,51,12535.63,31-60 dias,0.61,Email
3080,156,4997.44,90+ dias,0.05,Acuerdo
2746,179,1387.64,90+ dias,0.05,Llamada
2511,177,29502.16,90+ dias,0.05,Sin gestion
6712,61,1327.68,61-90 dias,0.54,SMS
2326,113,541.42,90+ dias,0.2,Acuerdo
4128,135,556.6,90+ dias,0.05,Email
5471,174,34955.78,90+ dias,0.05,Email
1206,94,22008.0,90+ dias,0.32,SMS
3649,179,8563.14,90+ dias,0.05,Llamada
1159,144,8933.59,90+ dias,0.05,Email
4020,114,2998.41,90+ dias,0.19,Llamada
214,87,1547.91,61-90 dias,0.37,Llamada
7013,32,22417.64,31-60 dias,0.74,Sin gestion
188,71,637.24,61-90 dias,0.48,Acuerdo
3228,6,3505.61,1-30 dias,0.91,Llamada
4764,9,10951.91,1-30 dias,0.89,SMS
5364,25,22604.15,1-30 dias,0.78,Acuerdo
4568,42,872.69,31-60 dias,0.67,Email
4863,152,17468.19,90+ dias,0.05,Sin gestion
411,67,8508.69,61-90 dias,0.5,Sin gestion
6677,70,26616.68,61-90 dias,0.48,Llamada
2722,130,27407.49,90+ dias,0.08,Llamada
1806,160,18712.83,90+ dias,0.05,Llamada
7539,13,13967.72,1-30 dias,0.86,Visita
4729,68,2192.57,61-90 dias,0.5,Acuerdo
2780,32,11005.73,31-60 dias,0.74,Email
1900,62,4738.43,61-90 dias,0.54,SMS
4549,28,43853.46,1-30 dias,0.76,Llamada
7233,50,17213.98,31-60 dias,0.62,Email
3716,85,24252.52,61-90 dias,0.38,Llamada
3083,13,521.44,1-30 dias,0.86,Acuerdo
7,139,9329.07,90+ dias,0.05,Sin gestion
6317,134,55531.29,90+ dias,0.06,Llamada
6573,84,11167.22,61-90 dias,0.39,Email
6238,60,16893.9,31-60 dias,0.55,Llamada
4672,153,17319.47,90+ dias,0.05,Sin gestion
1354,1,3143.24,1-30 dias,0.94,Visita
1585,153,1809.27,90+ dias,0.05,SMS
334,64,7251.72,61-90 dias,0.52,Email
2132,28,28336.51,1-30 dias,0.76,Llamada
4268,113,9824.9,90+ dias,0.2,Llamada
6665,103,2889.55,90+ dias,0.26,Llamada
7150,19,15276.19,1-30 dias,0.82,Email
7423,59,4739.6,31-60 dias,0.56,Visita
4766,179,7395.6,90+ dias,0.05,Email
1152,12,29345.87,1-30 dias,0.87,SMS
3099,56,13084.03,31-60 dias,0.58,Email
1641,21,2333.16,1-30 dias,0.81,Email
7372,101,16002.46,90+ dias,0.28,Sin gestion
6389,117,1683.32,90+ dias,0.17,Email
3373,135,25934.15,90+ dias,0.05,Sin gestion
619,85,10529.19,61-90 dias,0.38,Llamada
5024,47,7334.0,31-60 dias,0.64,SMS
2965,179,4505.74,90+ dias,0.05,Llamada
6270,70,12153.42,61-90 dias,0.48,Visita
3892,94,6577.66,90+ dias,0.32,Sin gestion
4650,135,21581.06,90+ dias,0.05,Visita
5618,113,2632.45,90+ dias,0.2,Visita
154,55,31131.3,31-60 dias,0.58,Visita
7748,26,3804.19,1-30 dias,0.78,Sin gestion
981,38,8092.33,31-60 dias,0.7,Visita
3591,125,18109.46,90+ dias,0.12,Visita
7928,131,8706.69,90+ dias,0.08,Llamada
1997,8,5284.76,1-30 dias,0.9,Visita
5609,91,17106.16,90+ dias,0.34,Email
3772,81,1901.19,61-90 dias,0.41,Email
383,130,14659.01,90+ dias,0.08,Email
3667,61,3089.15,61-90 dias,0.54,Sin gestion
806,145,2626.39,90+ dias,0.05,Email
7266,153,18937.26,90+ dias,0.05,Acuerdo
1398,40,26854.87,31-60 dias,0.68,SMS
3132,179,31481.5,90+ dias,0.05,SMS
2267,79,3604.26,61-90 dias,0.42,SMS
3261,175,40618.34,90+ dias,0.05,Llamada
1404,148,6005.89,90+ dias,0.05,SMS
5876,67,675.13,61-90 dias,0.5,Acuerdo
2782,158,4311.34,90+ dias,0.05,SMS
717,160,29988.98,90+ dias,0.05,SMS
5092,93,19933.82,90+ dias,0.33,Email
2879,111,3263.02,90+ dias,0.21,Acuerdo
661,17,6184.51,1-30 dias,0.84,Sin gestion
2228,103,33075.63,90+ dias,0.26,SMS
3815,156,4582.87,90+ dias,0.05,Visita
6605,59,26822.66,31-60 dias,0.56,Acuerdo
6917,89,10318.33,61-90 dias,0.36,Sin gestion
5528,79,22473.87,61-90 dias,0.42,Acuerdo
1896,97,7057.48,90+ dias,0.3,Email
6164,74,13903.46,61-90 dias,0.46,Email
1170,119,17332.65,90+ dias,0.16,Sin gestion
7315,18,1115.45,1-30 dias,0.83,SMS
7464,16,1295.82,1-30 dias,0.84,Sin gestion
7331,36,18000.83,31-60 dias,0.71,Visita
6493,91,54281.08,90+ dias,0.34,SMS
4199,19,739.32,1-30 dias,0.82,Acuerdo
5065,70,9379.84,61-90 dias,0.48,Llamada
1941,178,8402.22,90+ dias,0.05,Visita
666,143,46283.56,90+ dias,0.05,Sin gestion
3381,85,1993.16,61-90 dias,0.38,Visita
4086,104,7703.22,90+ dias,0.26,Sin gestion
1248,2,41148.76,1-30 dias,0.94,Llamada
5138,153,4235.18,90+ dias,0.05,Acuerdo
459,117,7836.73,90+ dias,0.17,Visita
1649,8,24825.49,1-30 dias,0.9,Llamada
539,98,16748.32,90+ dias,0.3,Visita
5453,21,40876.81,1-30 dias,0.81,Llamada
1877,161,14725.16,90+ dias,0.05,Email
2991,90,10544.73,61-90 dias,0.35,SMS
3772,65,15352.04,61-90 dias,0.52,SMS
4587,101,37080.99,90+ dias,0.28,SMS
7466,173,6003.9,90+ dias,0.05,Acuerdo
2956,77,9029.25,61-90 dias,0.44,Email
245,19,12574.21,1-30 dias,0.82,Visita
2458,43,3458.38,31-60 dias,0.66,Email
6717,28,9193.28,1-30 dias,0.76,Llamada
7704,99,28297.45,90+ dias,0.29,Email
941,92,5243.71,90+ dias,0.34,Visita
4351,28,9240.86,1-30 dias,0.76,Llamada
4700,120,11788.99,90+ dias,0.15,Acuerdo
61,142,11371.27,90+ dias,0.05,Sin gestion
78,107,14019.23,90+ dias,0.24,Sin gestion
7863,138,1095.91,90+ dias,0.05,Acuerdo
243,37,4816.23,31-60 dias,0.7,Sin gestion
7378,142,6513.37,90+ dias,0.05,Visita
3620,83,19356.02,61-90 dias,0.4,Visita
7730,44,28396.24,31-60 dias,0.66,Visita
3435,7,10280.67,1-30 dias,0.9,Visita
3262,84,25665.76,61-90 dias,0.39,Sin gestion
928,45,32392.15,31-60 dias,0.65,Acuerdo
1313,13,13084.98,1-30 dias,0.86,Sin gestion
651,125,10101.98,90+ dias,0.12,Visita
4448,11,2673.25,1-30 dias,0.88,Visita
3442,29,2499.32,1-30 dias,0.76,Acuerdo
1520,6,712.98,1-30 dias,0.91,Acuerdo
6306,55,8356.28,31-60 dias,0.58,Email
6156,54,1188.07,31-60 dias,0.59,Sin gestion
7255,62,16158.44,61-90 dias,0.54,Llamada
4293,125,35117.41,90+ dias,0.12,Sin gestion
1165,56,2059.31,31-60 dias,0.58,Sin gestion
3130,108,14652.75,90+ dias,0.23,Email
7161,10,11578.72,1-30 dias,0.88,Email
